2525Charlie1stTen;2525Charlie;2525DeltaSymbolSet;2525DeltaEntity;2525DeltaMod1;2525DeltaMod2;2525DeltaName;2525DeltaMod1Name;2525DeltaMod2Name;DeltaToCharlie;Remarks
W*SPHPBA--;W*SPHPBA-------;46;120304;00;00;Hydrography : Ports and Harbors : Anchorage - Point;;;;
W*-PHPBA--;W*-PHPBA-------;46;120305;00;00;Hydrography : Ports and Harbors : Anchorage - Line;;;;
W*-PHPBA--;W*-PHPBA-------;46;120306;00;00;Hydrography : Ports and Harbors : Anchorage - Area;;;;
W*SPHPCP--;W*SPHPCP-------;46;120307;00;00;Hydrography : Ports and Harbors : Call in Point;;;;
W*-PHPBP--;W*-PHPBP-------;46;120308;00;00;Hydrography : Ports and Harbors : Pier/Wharf/Quay;;;;
W*SPHPFH--;W*SPHPFH-------;46;120309;00;00;Hydrography : Ports and Harbors : Fishing Harbor - Point;;;;
W*SPHPFS--;W*SPHPFS-------;46;120310;00;00;Hydrography : Ports and Harbors : Fish Weirs - Point;;;;
W*SPHPFS--;W*SPHPFS-------;46;120311;00;00;Hydrography : Ports and Harbors : Fish Stakes - Point;;;;
W*SPHPFF--;W*SPHPFF-------;46;120312;00;00;Hydrography : Ports and Harbors : Fish Traps - Area;;;;
W*-PHPMD--;W*-PHPMD-------;46;120314;00;00;Hydrography : Ports and Harbors : Drydock;;;;
W*SPHPML--;W*SPHPML-------;46;120315;00;00;Hydrography : Ports and Harbors : Landing Place;;;;
W*-PHPMO--;W*-PHPMO-------;46;120316;00;00;Hydrography : Ports and Harbors : Offshore Loading Facility - Point;;;;
W*-PHPMO--;W*-PHPMO-------;46;120317;00;00;Hydrography : Ports and Harbors : Offshore Loading Facility - Line;;;;
W*-PHPMO--;W*-PHPMO-------;46;120318;00;00;Hydrography : Ports and Harbors : Offshore Loading Facility - Area;;;;
W*-PHPMRA-;W*-PHPMRA------;46;120319;00;00;Hydrography : Ports and Harbors : Ramp - Above Water;;;;
W*-PHPMRB-;W*-PHPMRB------;46;120320;00;00;Hydrography : Ports and Harbors : Ramp - Below Water;;;;
W*SPHPM-R-;W*SPHPM-R------;46;120321;00;00;Hydrography : Ports and Harbors : Landing Ring;;;;
W*SPHPM-FC;W*SPHPM-FC-----;46;120322;00;00;Hydrography : Ports and Harbors : Ferry Crossing;;;;
W*SPHPM-CC;W*SPHPM-CC-----;46;120323;00;00;Hydrography : Ports and Harbors : Cable Ferry Crossing;;;;
W*SPHPD---;W*SPHPD--------;46;120324;00;00;Hydrography : Ports and Harbors : Dolphin;;;;
W*-PHPSPA-;W*-PHPSPA------;46;120326;00;00;Hydrography : Ports and Harbors : Breakwater/Groin/Jetty - Above Water;;;;
W*-PHPSPB-;W*-PHPSPB------;46;120327;00;00;Hydrography : Ports and Harbors : Breakwater/Groin/Jetty - Below Water;;;;
W*-PHPSPS-;W*-PHPSPS------;46;120328;00;00;Hydrography : Ports and Harbors : Seawall;;;;
W*SPHABA--;W*SPHABA-------;46;120401;00;00;Hydrography : Aids to Navigation : Beacon;;;;
W*SPHABB--;W*SPHABB-------;46;120402;00;00;Hydrography : Aids to Navigation : Buoy Default;;;;
W*SPHABM--;W*SPHABM-------;46;120403;00;00;Hydrography : Aids to Navigation : Marker;;;;
W*SPHABP--;W*SPHABP-------;46;120404;00;00;Hydrography : Aids to Navigation : Perches/Stakes - Point;;;;
W*-PHABP--;W*-PHABP-------;46;120405;00;00;Hydrography : Aids to Navigation : Perches/Stakes - Area;;;;
W*SPHAL---;W*SPHAL--------;46;120406;00;00;Hydrography : Aids to Navigation : Light;;;;
W*-PHALLA-;W*-PHALLA------;46;120407;00;00;Hydrography : Aids to Navigation : Leading Line;;;;
W*SPHALV--;W*SPHALV-------;46;120408;00;00;Hydrography : Aids to Navigation : Light Vessel/Light Ship;;;;
W*SPHALH--;W*SPHALH-------;46;120409;00;00;Hydrography : Aids to Navigation : Lighthouse;;;;
W*SPHHRS--;W*SPHHRS-------;46;120501;00;00;Hydrography : Dangers/Hazards : Rock Submerged;;;;
W*SPHHRA--;W*SPHHRA-------;46;120502;00;00;Hydrography : Dangers/Hazards : Rock Awashed;;;;
W*-PHHD---;W*-PHHD--------;46;120503;00;00;Hydrography : Dangers/Hazards : Underwater Danger/Hazard;;;;
W*SPHHDF--;W*SPHHDF-------;46;120504;00;00;Hydrography : Dangers/Hazards : Foul Ground - Point;;;;
W*-PHHDF--;W*-PHHDF-------;46;120505;00;00;Hydrography : Dangers/Hazards : Foul Ground - Area;;;;
W*-PHHDK--;W*-PHHDK-------;46;120506;00;00;Hydrography : Dangers/Hazards : Kelp/Seaweed - Point;;;;
W*-PHHDK--;W*-PHHDK-------;46;120507;00;00;Hydrography : Dangers/Hazards : Kelp/Seaweed - Area;;;;
W*SPHHDS--;W*SPHHDS-------;46;120508;00;00;Hydrography : Dangers/Hazards : Snags/Stumps;;;;
W*SPHHDWA-;W*SPHHDWA------;46;120509;00;00;Hydrography : Dangers/Hazards : Wreck (Uncovers);;;;
W*SPHHDWB-;W*SPHHDWB------;46;120510;00;00;Hydrography : Dangers/Hazards : Wreck (Submerged);;;;
W*-PHHDB--;W*-PHHDB-------;46;120511;00;00;Hydrography : Dangers/Hazards : Breakers;;;;
W*SPHHDR--;W*SPHHDR-------;46;120512;00;00;Hydrography : Dangers/Hazards : Reef;;;;
W*SPHHDE--;W*SPHHDE-------;46;120513;00;00;Hydrography : Dangers/Hazards : Eddies/Overfalls/Tide Rips;;;;
W*-PHHDD--;W*-PHHDD-------;46;120514;00;00;Hydrography : Dangers/Hazards : Discolored Water;;;;
W*SPBFC-S-;W*SPBFC-S------;46;120601;00;00;Hydrography : Bottom Features : Bottom Characteristics - Sand;;;;
W*SPBFC-M-;W*SPBFC-M------;46;120602;00;00;Hydrography : Bottom Features : Bottom Characteristics - Mud;;;;
W*SPBFC-CL;W*SPBFC-CL-----;46;120603;00;00;Hydrography : Bottom Features : Bottom Characteristics - Clay;;;;
W*SPBFC-SI;W*SPBFC-SI-----;46;120604;00;00;Hydrography : Bottom Features : Bottom Characteristics - Silt;;;;
W*SPBFC-ST;W*SPBFC-ST-----;46;120605;00;00;Hydrography : Bottom Features : Bottom Characteristics - Stones;;;;
W*SPBFC-G-;W*SPBFC-G------;46;120606;00;00;Hydrography : Bottom Features : Bottom Characteristics - Gravel;;;;
W*SPBFC-P-;W*SPBFC-P------;46;120607;00;00;Hydrography : Bottom Features : Bottom Characteristics - Pebbles;;;;
W*SPBFC-CB;W*SPBFC-CB-----;46;120608;00;00;Hydrography : Bottom Features : Bottom Characteristics - Cobbles;;;;
W*SPBFC-R-;W*SPBFC-R------;46;120609;00;00;Hydrography : Bottom Features : Bottom Characteristics - Rock;;;;
W*SPBFC-CO;W*SPBFC-CO-----;46;120610;00;00;Hydrography : Bottom Features : Bottom Characteristics - Coral;;;;
W*SPBFC-SH;W*SPBFC-SH-----;46;120611;00;00;Hydrography : Bottom Features : Bottom Characteristics - Shell;;;;
W*SPBFQ-F-;W*SPBFQ-F------;46;120612;00;00;Hydrography : Bottom Features : Qualifying Terms - Fine;;;;
W*SPBFQ-M-;W*SPBFQ-M------;46;120613;00;00;Hydrography : Bottom Features : Qualifying Terms - Medium;;;;
W*SPBFQ-C-;W*SPBFQ-C------;46;120614;00;00;Hydrography : Bottom Features : Qualifying Terms - Coarse;;;;
W*SPTCCW--;W*SPTCCW-------;46;120701;00;00;Hydrography : Tide and Current : Water Turbulence;;;;
W*-PTCCCFE;W*-PTCCCFE-----;46;120702;00;00;Hydrography : Tide and Current : Current Flow - Ebb;;;;
W*-PTCCCFF;W*-PTCCCFF-----;46;120703;00;00;Hydrography : Tide and Current : Current Flow - Flood;;;;
W*SPTCCTD-;W*SPTCCTD------;46;120704;00;00;Hydrography : Tide and Current : Tide Data Point;;;;
W*SPTCCTG-;W*SPTCCTG------;46;120705;00;00;Hydrography : Tide and Current : Tide Gauge;;;;
W*-POBVA--;W*-POBVA-------;46;130101;00;00;Oceanography : Bioluminescence : Visual Detection Ratio (VDR) Level 1-2;;;;
W*-POBVB--;W*-POBVB-------;46;130102;00;00;Oceanography : Bioluminescence : VDR Level 2-3;;;;
W*-POBVC--;W*-POBVC-------;46;130103;00;00;Oceanography : Bioluminescence : VDR Level 3-4;;;;
W*-POBVD--;W*-POBVD-------;46;130104;00;00;Oceanography : Bioluminescence : VDR Level 4-5;;;;
W*-POBVE--;W*-POBVE-------;46;130105;00;00;Oceanography : Bioluminescence : VDR Level 5-6;;;;
W*-POBVF--;W*-POBVF-------;46;130106;00;00;Oceanography : Bioluminescence : VDR Level 6-7;;;;
W*-POBVG--;W*-POBVG-------;46;130107;00;00;Oceanography : Bioluminescence : VDR Level 7-8;;;;
W*-POBVH--;W*-POBVH-------;46;130108;00;00;Oceanography : Bioluminescence : VDR Level 8-9;;;;
W*-POBVI--;W*-POBVI-------;46;130109;00;00;Oceanography : Bioluminescence : VDR Level 9-10;;;;
W*-PBSF---;W*-PBSF--------;46;130201;00;00;Oceanography : Beach Slope : Flat;;;;
W*-PBSG---;W*-PBSG--------;46;130202;00;00;Oceanography : Beach Slope : Gentle;;;;
W*-PBSM---;W*-PBSM--------;46;130203;00;00;Oceanography : Beach Slope : Moderate;;;;
W*-PBST---;W*-PBST--------;46;130204;00;00;Oceanography : Beach Slope : Steep;;;;
W*-PGMSR--;W*-PGMSR-------;46;140101;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Solid Rock;;;;
W*-PGMSC--;W*-PGMSC-------;46;140102;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Clay;;;;
W*-PGMSSVS;W*-PGMSSVS-----;46;140103;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Very Coarse Sand;;;;
W*-PGMSSC-;W*-PGMSSC------;46;140104;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Coarse Sand;;;;
W*-PGMSSM-;W*-PGMSSM------;46;140105;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Medium Sand;;;;
W*-PGMSSF-;W*-PGMSSF------;46;140106;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Fine Sand;;;;
W*-PGMSSVF;W*-PGMSSVF-----;46;140107;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Very Fine Sand;;;;
W*-PGMSIVF;W*-PGMSIVF-----;46;140108;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Very Fine Silt;;;;
W*-PGMSIF-;W*-PGMSIF------;46;140109;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Fine Silt;;;;
W*-PGMSIM-;W*-PGMSIM------;46;140110;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Medium Silt;;;;
W*-PGMSIC-;W*-PGMSIC------;46;140111;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Coarse Silt;;;;
W*-PGMSB--;W*-PGMSB-------;46;140112;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Boulders;;;;
W*-PGMS-CO;W*-PGMS-CO-----;46;140113;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Cobbles-Oyster Shells;;;;
W*-PGMS-PH;W*-PGMS-PH-----;46;140114;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Pebbles-Shells;;;;
W*-PGMS-SH;W*-PGMS-SH-----;46;140115;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediments - Sand and Shells;;;;
W*-PGML---;W*-PGML--------;46;140116;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediment - Land;;;;
W*-PGMN---;W*-PGMN--------;46;140117;00;00;Geophysics/Acoustics : MIW : MIW Bottom Sediment - No Data;;;;
W*-PGMRS--;W*-PGMRS-------;46;140118;00;00;Geophysics/Acoustics : MIW : Bottom Roughness - Smooth;;;;
W*-PGMRM--;W*-PGMRM-------;46;140119;00;00;Geophysics/Acoustics : MIW : Bottom Roughness - Moderate;;;;
W*-PGMRR--;W*-PGMRR-------;46;140120;00;00;Geophysics/Acoustics : MIW : Bottom Roughness - Rough;;;;
W*-PGMCL--;W*-PGMCL-------;46;140121;00;00;Geophysics/Acoustics : MIW : Clutter (Bottom) - Low;;;;
W*-PGMCM--;W*-PGMCM-------;46;140122;00;00;Geophysics/Acoustics : MIW : Clutter (Bottom) - Medium;;;;
W*-PGMCH--;W*-PGMCH-------;46;140123;00;00;Geophysics/Acoustics : MIW : Clutter (Bottom) - High;;;;
W*-PGMIBA-;W*-PGMIBA------;46;140124;00;00;Geophysics/Acoustics : MIW : Impact Burial - 0%;;;;
W*-PGMIBB-;W*-PGMIBB------;46;140125;00;00;Geophysics/Acoustics : MIW : Impact Burial - 0-10%;;;;
W*-PGMIBC-;W*-PGMIBC------;46;140126;00;00;Geophysics/Acoustics : MIW : Impact Burial - 10-20%;;;;
W*-PGMIBD-;W*-PGMIBD------;46;140127;00;00;Geophysics/Acoustics : MIW : Impact Burial - 20-75%;;;;
W*-PGMIBE-;W*-PGMIBE------;46;140128;00;00;Geophysics/Acoustics : MIW : Impact Burial - >75%;;;;
W*-PGMBCA-;W*-PGMBCA------;46;140129;00;00;Geophysics/Acoustics : MIW : MIW Bottom Category A;;;;
W*-PGMBCB-;W*-PGMBCB------;46;140130;00;00;Geophysics/Acoustics : MIW : MIW Bottom Category B;;;;
W*-PGMBCC-;W*-PGMBCC------;46;140131;00;00;Geophysics/Acoustics : MIW : MIW Bottom Category C;;;;
W*-PGMBTA-;W*-PGMBTA------;46;140132;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type A1;;;;
W*-PGMBTB-;W*-PGMBTB------;46;140133;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type A2;;;;
W*-PGMBTC-;W*-PGMBTC------;46;140134;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type A3;;;;
W*-PGMBTD-;W*-PGMBTD------;46;140135;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type B1;;;;
W*-PGMBTE-;W*-PGMBTE------;46;140136;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type B2;;;;
W*-PGMBTF-;W*-PGMBTF------;46;140137;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type B3;;;;
W*-PGMBTG-;W*-PGMBTG------;46;140138;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type C1;;;;
W*-PGMBTH-;W*-PGMBTH------;46;140139;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type C2;;;;
W*-PGMBTI-;W*-PGMBTI------;46;140140;00;00;Geophysics/Acoustics : MIW : MIW Bottom Type C3;;;;
W*-PL-ML--;W*-PL-ML-------;46;150100;00;00;Limits : Maritime Limit Boundary;;;;
W*-PL-MA--;W*-PL-MA-------;46;150200;00;00;Limits : Maritime Area;;;;
W*-PL-RA--;W*-PL-RA-------;46;150300;00;00;Limits : Restricted Area;;;;
W*-PL-SA--;W*-PL-SA-------;46;150400;00;00;Limits : Swept Area;;;;
W*-PL-TA--;W*-PL-TA-------;46;150500;00;00;Limits : Training Area;;;;
W*-PL-O---;W*-PL-O--------;46;150600;00;00;Limits : Operator-Defined;;;;
W*-PMCA---;W*-PMCA--------;46;160100;00;00;Man-Made Structures : Submarine Cable;;;;
W*-PMCC---;W*-PMCC--------;46;160200;00;00;Man-Made Structures : Submerged Crib;;;;
W*-PMCD---;W*-PMCD--------;46;160300;00;00;Man-Made Structures : Canal;;;;
W*SPMF----;W*SPMF---------;46;160400;00;00;Man-Made Structures : Ford;;;;
W*SPML----;W*SPML---------;46;160500;00;00;Man-Made Structures : Lock;;;;
W*SPMOA---;W*SPMOA--------;46;160600;00;00;Man-Made Structures : Oil/Gas Rig;;;;
W*-PMOA---;W*-PMOA--------;46;160700;00;00;Man-Made Structures : Oil/Gas Rig Field;;;;
W*-PMPA---;W*-PMPA--------;46;160800;00;00;Man-Made Structures : Pipelines/Pipe;;;;
W*SPMPA---;W*SPMPA--------;46;160900;00;00;Man-Made Structures : Pile/Piling/Post;;;;
I*PPSCD---;I*PPSCD--------;50;110100;53;00;Signal Intercept (Space) : Communications;Communications : Satellite Downlink (Space);;;
I*PPSRD---;I*PPSRD--------;50;110300;14;00;Signal Intercept (Space) : Radar;Radar : Data Transmission (Space);;;
I*PPSRE---;I*PPSRE--------;50;110300;15;00;Signal Intercept (Space) : Radar;Radar : Earth Surveillance;;;
I*PPSRI---;I*PPSRI--------;50;110300;24;00;Signal Intercept (Space) : Radar;Radar : Identification Friend or Foe (Transponder) (Space);;;
I*PPSRM---;I*PPSRM--------;50;110300;39;00;Signal Intercept (Space) : Radar;Jammer : Multi-Function (Space);;;
I*PPSRT---;I*PPSRT--------;50;110300;58;00;Signal Intercept (Space) : Radar;Jammer : Target Acquisition (Space);;;
I*PPSRS---;I*PPSRS--------;50;110300;54;00;Signal Intercept (Space) : Radar;Radar : Space (Space);;;
I*PPSRU---;I*PPSRU--------;50;110300;62;00;Signal Intercept (Space) : Radar;Radar : Unknown (Space);;;
I*APSCC---;I*APSCC--------;51;110100;00;00;Signal Intercept (Air) : Communications;;;;
I*APSCP---;I*APSCP--------;51;110100;49;00;Signal Intercept (Air) : Communications;Communications : Point-to-Point Line of Sight (LOS) (Air);;;
I*APSCO---;I*APSCO--------;51;110100;47;00;Signal Intercept (Air) : Communications;Communications : Omni-Line of Sight (LOS) (Air);;;
I*APSCS---;I*APSCS--------;51;110100;57;00;Signal Intercept (Air) : Communications;Radar : Satellite Uplink;;;
I*APSRAI--;I*APSRAI-------;51;110300;03;00;Signal Intercept (Air) : Radar;Radar : Airborne Intercept;;;
I*APSRAS--;I*APSRAS-------;51;110300;02;00;Signal Intercept (Air) : Radar;Radar : Airborne Search and Bombing;;;
I*APSRC---;I*APSRC--------;51;110300;10;00;Signal Intercept (Air) : Radar;Radar : Controlled Intercept (Air);;;
I*APSRD---;I*APSRD--------;51;110300;14;00;Signal Intercept (Air) : Radar;Radar : Data Transmission (Air);;;
I*APSRE---;I*APSRE--------;51;110300;16;00;Signal Intercept (Air) : Radar;Radar : Early Warning (Air);;;
I*APSRF---;I*APSRF--------;51;110300;17;00;Signal Intercept (Air) : Radar;Radar : Fire Control (Air);;;
I*APSRI---;I*APSRI--------;51;110300;24;00;Signal Intercept (Air) : Radar;Radar : Identification Friend or Foe (Transponder) (Air);;;
I*APSRMA--;I*APSRMA-------;51;110300;35;00;Signal Intercept (Air) : Radar;Radar : Missile Acquisition (Air);;;
I*APSRMD--;I*APSRMD-------;51;110300;37;00;Signal Intercept (Air) : Radar;Radar : Missile Downlink;;;
I*APSRMG--;I*APSRMG-------;51;110300;40;00;Signal Intercept (Air) : Radar;Radar : Missile Guidance (Air);;;
I*APSRMT--;I*APSRMT-------;51;110300;42;00;Signal Intercept (Air) : Radar;Jammer : Missile Tracking (Air);;;
I*APSRMF--;I*APSRMF-------;51;110300;39;00;Signal Intercept (Air) : Radar;Jammer : Multi-Function (Air);;;
I*APSRTI--;I*APSRTI-------;51;110300;59;00;Signal Intercept (Air) : Radar;Radar : Target Illumination (Air);;;
I*APSRTA--;I*APSRTA-------;51;110300;58;00;Signal Intercept (Air) : Radar;Radar : Target Acquisition;;;
I*APSRTT--;I*APSRTT-------;51;110300;61;00;Signal Intercept (Air) : Radar;Radar : Target Tracking (Air);;;
I*APSRU---;I*APSRU--------;51;110300;62;00;Signal Intercept (Air) : Radar;Radar : Unknown (Air);;;
I*GPSCC---;I*GPSCC--------;52;110100;11;00;Signal Intercept (Land) : Communications;Communications : Cellular/Mobile (Land);;;
I*GPSCO---;I*GPSCO--------;52;110100;47;00;Signal Intercept (Land) : Communications;Communications : Omni-Line of Sight (LOS) (Land);;;
I*GPSCP---;I*GPSCP--------;52;110100;49;00;Signal Intercept (Land) : Communications;Communications : Point-to-Point Line of Sight (LOS) (Land);;;
I*GPSCS---;I*GPSCS--------;52;110100;57;00;Signal Intercept (Land) : Communications;Communications : Satellite Uplink (Land);;;
I*GPSCT---;I*GPSCT--------;52;110100;60;00;Signal Intercept (Land) : Communications;Communications : Tropospheric Scatter;;;
I*GPSRAT--;I*GPSRAT-------;52;110300;06;00;Signal Intercept (Land) : Radar;Radar : Air Traffic Control (Land);;;
I*GPSRAA--;I*GPSRAA-------;52;110300;01;00;Signal Intercept (Land) : Radar;Radar : Anti-Aircraft Fire Control (Land);;;
I*GPSRB---;I*GPSRB--------;52;110300;08;00;Signal Intercept (Land) : Radar;Radar : Battlefield Surveillance (Land);;;
I*GPSRCS--;I*GPSRCS-------;52;110300;00;00;Signal Intercept (Land) : Radar;;;;
I*GPSRCA--;I*GPSRCA-------;52;110300;09;00;Signal Intercept (Land) : Radar;Radar : Controlled Approach (Land);;;
I*GPSRD---;I*GPSRD--------;52;110300;14;00;Signal Intercept (Land) : Radar;Radar : Data Transmission (Land);;;
I*GPSRE---;I*GPSRE--------;52;110300;16;00;Signal Intercept (Land) : Radar;Radar : Early Warning (Land);;;
I*GPSRF---;I*GPSRF--------;52;110300;17;00;Signal Intercept (Land) : Radar;Radar : Fire Control (Land);;;
I*GPSRH---;I*GPSRH--------;52;110300;19;00;Signal Intercept (Land) : Radar;Radar : Height Finding (Land);;;
I*GPSRI---;I*GPSRI--------;52;110300;21;00;Signal Intercept (Land) : Radar;Radar : Identification Friend or Foe (Interrogator) (Land);;;
I*GPSRMM--;I*GPSRMM-------;52;110300;38;00;Signal Intercept (Land) : Radar;Radar : Meteorological (Land);;;
I*GPSRMA--;I*GPSRMA-------;52;110300;35;00;Signal Intercept (Land) : Radar;Radar : Missile Acquisition (Land);;;
I*GPSRMG--;I*GPSRMG-------;52;110300;40;00;Signal Intercept (Land) : Radar;Radar : Missile Guidance (Land);;;
I*GPSRMT--;I*GPSRMT-------;52;110300;42;00;Signal Intercept (Land) : Radar;Jammer : Missile Tracking (Land);;;
I*GPSRMF--;I*GPSRMF-------;52;110300;39;00;Signal Intercept (Land) : Radar;Jammer : Multi-Function (Land);;;
I*GPSRS---;I*GPSRS--------;52;110300;56;00;Signal Intercept (Land) : Radar;Radar : Shell Tracking;;;
I*GPSRTA--;I*GPSRTA-------;52;110300;58;00;Signal Intercept (Land) : Radar;Jammer : Target Acquisition (Land);;;
I*GPSRTI--;I*GPSRTI-------;52;110300;59;00;Signal Intercept (Land) : Radar;Radar : Target Illumination (Land);;;
I*GPSRTT--;I*GPSRTT-------;52;110300;61;00;Signal Intercept (Land) : Radar;Radar : Target Tracking (Land);;;
I*GPSRU---;I*GPSRU--------;52;110300;62;00;Signal Intercept (Land) : Radar;Radar : Unknown (Land);;;
I*SPSCC---;I*SPSCC--------;53;110100;11;00;Signal Intercept (Sea Surface) : Communications;Communications : Cellular/Mobile (Sea Surface);;;
I*SPSCO---;I*SPSCO--------;53;110100;47;00;Signal Intercept (Sea Surface) : Communications;Air/Land/Sea Surface/Subsurface Communications : Omni-Line of Sight (LOS) (Sea Surface);;;
I*SPSCP---;I*SPSCP--------;53;110100;49;00;Signal Intercept (Sea Surface) : Communications;Communications : Point-to-Point Line of Sight (LOS) (Sea Surface);;;
I*SPSCS---;I*SPSCS--------;53;110100;57;00;Signal Intercept (Sea Surface) : Communications;Communications : Satellite Uplink (Sea Surface);;;
I*SPSRAT--;I*SPSRAT-------;53;110300;06;00;Signal Intercept (Sea Surface) : Radar;Radar : Air Traffic Control (Sea Surface);;;
I*SPSRAA--;I*SPSRAA-------;53;110300;01;00;Signal Intercept (Sea Surface) : Radar;Radar : Anti-Aircraft Fire Control (Sea Surface);;;
I*SPSRCA--;I*SPSRCA-------;53;110300;09;00;Signal Intercept (Sea Surface) : Radar;Radar : Controlled Approach (Sea Surface);;;
I*SPSRCI--;I*SPSRCI-------;53;110300;10;00;Signal Intercept (Sea Surface) : Radar;Radar : Controlled Intercept (Sea Surface);;;
I*SPSRD---;I*SPSRD--------;53;110300;14;00;Signal Intercept (Sea Surface) : Radar;Radar : Data Transmission (Sea Surface);;;
I*SPSRE---;I*SPSRE--------;53;110300;16;00;Signal Intercept (Sea Surface) : Radar;Radar : Early Warning (Sea Surface);;;
I*SPSRF---;I*SPSRF--------;53;110300;17;00;Signal Intercept (Sea Surface) : Radar;Radar : Fire Control (Sea Surface);;;
I*SPSRH---;I*SPSRH--------;53;110300;19;00;Signal Intercept (Sea Surface) : Radar;Radar : Height Finding (Sea Surface);;;
I*SPSRI---;I*SPSRI--------;53;110300;21;00;Signal Intercept (Sea Surface) : Radar;Radar : Identification Friend or Foe (Interrogator) (Sea Surface);;;
I*SPSRMM--;I*SPSRMM-------;53;110300;38;00;Signal Intercept (Sea Surface) : Radar;Radar : Meteorological (Sea Surface);;;
